File,Image Name,Z level,Not Clones Area,Caspase Area,Not Clones Caspase Area,Pouch Area<Losers_[Genotype:1]>,Clone Area<Losers_[Genotype:1]>,Border Area<Losers_[Genotype:1]>,Center Area<Losers_[Genotype:1]>,Border Caspase<Losers_[Genotype:1]>,Center Caspase<Losers_[Genotype:1]>,Clone Caspase<Losers_[Genotype:1]>,Total Number of ClonesGenotype_1,Total Caspase CellsGenotype_1,Caspase Count in BorderGenotype_1,Caspase Count in CenterGenotype_1,Total Cell countGenotype_1,Cell Count in BorderGenotype_1,Cell Count in CenterGenotype_1
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_008,19,13564.504,349.526,79.451,17372.475,3807.971,3791.964,16.007,256.542,13.533,270.075,13,44,33,0,907,900,4
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_008,20,13648.612,398.928,98.441,17372.475,3723.936,3714.332,9.604,292.193,8.294,300.488,13,44,33,0,907,900,4
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_008,21,13721.369,363.132,87.818,17372.475,3651.179,3635.390,15.788,270.730,4.584,275.314,13,44,33,0,907,900,4
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_008,22,13819.009,373.900,108.117,17372.475,3553.539,3545.535,8.003,264.837,0.946,265.782,13,44,33,0,907,900,4
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_008,23,13771.280,346.034,92.620,17372.475,3601.122,3586.279,14.915,246.938,6.475,253.414,13,44,33,0,907,900,4
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_010,2,13664.182,153.445,27.211,20171.375,6506.757,5543.741,963.015,108.190,18.044,126.234,6,28,16,4,2287,1820,462
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_010,3,13441.253,150.026,18.699,20171.375,6729.685,5722.069,1007.616,102.515,28.812,131.327,6,28,16,4,2287,1820,462
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_010,4,13193.151,135.983,16.443,20171.375,6977.569,5899.452,1078.117,81.852,37.688,119.540,6,28,16,4,2287,1820,462
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_010,5,12784.473,120.559,17.535,20171.375,7386.247,6254.653,1131.594,68.610,34.414,103.024,6,28,16,4,2287,1820,462
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_010,6,12468.852,112.556,19.644,20171.375,7702.159,6560.597,1141.562,59.879,33.032,92.911,6,28,16,4,2287,1820,462
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_010,7,12334.833,96.549,19.790,20171.375,7836.178,6671.552,1164.626,59.079,17.680,76.759,6,28,16,4,2287,1820,462
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_010,8,12451.172,79.742,17.389,20171.375,7720.130,6567.800,1152.330,58.206,4.147,62.353,6,28,16,4,2287,1820,462
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_010,9,12563.655,46.419,10.332,20171.375,7607.356,6457.209,1150.147,36.088,0.000,36.088,6,28,16,4,2287,1820,462
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_010,10,12609.638,29.176,2.547,20171.375,7561.228,6390.054,1171.174,26.629,0.000,26.629,6,28,16,4,2287,1820,462
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_010,11,12596.687,0.000,0.000,20171.375,7574.543,6403.005,1171.538,0.000,0.000,0.000,6,28,16,4,2287,1820,462
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_010,12,12557.325,0.000,0.000,20171.375,7614.050,6427.451,1186.599,0.000,0.000,0.000,6,28,16,4,2287,1820,462
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_010,13,12517.381,0.000,0.000,20171.375,7653.702,6461.865,1191.837,0.000,0.000,0.000,6,28,16,4,2287,1820,462
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_010,14,12603.162,0.509,0.509,20171.375,7567.849,6530.185,1037.664,0.000,0.000,0.000,6,28,16,4,2287,1820,462
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_010,15,12583.445,2.328,2.328,20171.375,7587.857,6512.577,1075.280,0.000,0.000,0.000,6,28,16,4,2287,1820,462
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_010,16,12671.918,7.130,3.129,20171.375,7499.093,6355.785,1143.308,4.002,0.000,4.002,6,28,16,4,2287,1820,462
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_010,17,12738.273,4.147,2.619,20171.375,7432.811,6312.204,1120.608,1.528,0.000,1.528,6,28,16,4,2287,1820,462
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_012,2,16333.064,250.140,44.600,22148.700,5815.490,5685.400,130.090,205.539,0.000,205.539,15,54,42,0,1341,1300,38
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_012,3,16196.062,296.486,57.551,22148.700,5952.492,5822.329,130.163,238.935,0.000,238.935,15,54,42,0,1341,1300,38
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_012,4,16190.606,301.579,60.825,22148.700,5957.948,5813.161,144.787,240.754,0.000,240.754,15,54,42,0,1341,1300,38
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_012,5,16102.860,276.550,55.805,22148.700,6045.912,5897.196,148.716,220.746,0.000,220.746,15,54,42,0,1341,1300,38
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_012,6,15957.419,196.808,29.612,22148.700,6191.136,6021.029,170.107,167.196,0.000,167.196,15,54,42,0,1341,1300,38
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_012,7,15893.101,150.680,26.338,22148.700,6255.599,6076.034,179.565,124.342,0.000,124.342,15,54,42,0,1341,1300,38
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_012,8,16029.084,100.623,9.095,22148.700,6119.470,5945.361,174.108,91.529,0.000,91.529,15,54,42,0,1341,1300,38
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_012,9,16035.487,70.866,4.656,22148.700,6113.285,5962.241,151.044,66.209,0.000,66.209,15,54,42,0,1341,1300,38
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_012,10,16152.481,44.091,4.947,22148.700,5996.219,5873.550,122.669,39.143,0.000,39.143,15,54,42,0,1341,1300,38
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_012,11,16348.707,20.736,9.895,22148.700,5799.774,5691.293,108.481,10.841,0.000,10.841,15,54,42,0,1341,1300,38
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_012,12,16470.648,20.736,12.587,22148.700,5677.906,5571.680,106.226,8.149,0.000,8.149,15,54,42,0,1341,1300,38
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_012,13,16594.991,46.128,15.352,22148.700,5553.782,5461.016,92.766,30.776,0.000,30.776,15,54,42,0,1341,1300,38
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_012,14,16724.644,73.048,20.227,22148.700,5424.201,5341.476,82.725,52.822,0.000,52.822,15,54,42,0,1341,1300,38
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_012,15,16858.663,94.075,18.844,22148.700,5290.182,5199.890,90.292,75.231,0.000,75.231,15,54,42,0,1341,1300,38
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_012,16,16984.679,110.373,16.952,22148.700,5164.094,5080.132,83.962,93.420,0.000,93.420,15,54,42,0,1341,1300,38
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_014,2,13823.957,417.118,106.517,18304.569,4480.612,4473.045,7.567,309.291,1.310,310.601,17,28,22,0,939,930,6
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_014,3,13851.168,406.931,115.248,18304.569,4453.401,4444.015,9.386,288.919,2.765,291.684,17,28,22,0,939,930,6
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_014,4,13911.920,325.953,94.075,18304.569,4392.648,4379.625,13.024,231.586,0.291,231.877,17,28,22,0,939,930,6
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_014,5,13838.363,188.732,56.314,18304.569,4466.206,4447.289,18.917,132.418,0.000,132.418,17,28,22,0,939,930,6
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_014,6,13872.340,104.552,35.506,18304.569,4432.228,4418.477,13.751,69.047,0.000,69.047,17,28,22,0,939,930,6
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_014,7,13827.522,95.021,14.260,18304.569,4477.047,4463.223,13.824,80.761,0.000,80.761,17,28,22,0,939,930,6
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_014,8,13902.826,47.583,6.039,18304.569,4401.743,4395.340,6.403,41.544,0.000,41.544,17,28,22,0,939,930,6
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_014,9,13944.734,23.501,2.183,18304.569,4359.835,4353.214,6.621,21.318,0.000,21.318,17,28,22,0,939,930,6
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_014,10,14004.249,10.986,3.274,18304.569,4300.538,4291.588,8.949,7.712,0.000,7.712,17,28,22,0,939,930,6
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_014,11,14092.431,10.986,0.000,18304.569,4212.356,4203.188,9.167,10.986,0.000,10.986,17,28,22,0,939,930,6
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_014,12,14154.784,5.821,0.000,18304.569,4149.784,4141.563,8.222,5.821,0.000,5.821,17,28,22,0,939,930,6
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_014,13,14234.308,5.602,0.000,18304.569,4070.261,4058.838,11.423,5.602,0.000,5.602,17,28,22,0,939,930,6
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_014,14,14307.865,4.293,0.000,18304.569,3996.776,3980.405,16.370,4.293,0.000,4.293,17,28,22,0,939,930,6
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_014,15,14378.585,2.037,0.000,18304.569,3926.056,3907.066,18.990,2.037,0.000,2.037,17,28,22,0,939,930,6
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_014,16,14429.225,0.873,0.000,18304.569,3875.417,3859.628,15.788,0.873,0.000,0.873,17,28,22,0,939,930,6
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_016,5,14542.289,25.756,0.946,19575.493,5033.203,4428.663,604.540,25.247,0.000,25.247,11,37,25,0,1354,1074,276
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_016,6,14497.034,32.886,4.074,19575.493,5078.386,4511.024,567.361,28.812,0.000,28.812,11,37,25,0,1354,1074,276
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_016,7,14425.296,69.629,22.919,19575.493,5150.052,4582.836,567.216,46.783,0.000,46.783,11,37,25,0,1354,1074,276
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_016,8,14318.270,79.087,20.663,19575.493,5257.078,4679.457,577.620,58.497,0.000,58.497,11,37,25,0,1354,1074,276
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_016,9,14229.579,89.637,23.355,19575.493,5345.914,4469.189,876.725,66.282,0.000,66.282,11,37,25,0,1354,1074,276
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_016,10,14219.902,105.280,17.753,19575.493,5355.518,4457.766,897.752,87.527,0.000,87.527,11,37,25,0,1354,1074,276
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_016,11,14206.296,145.660,18.553,19575.493,5369.197,4482.140,887.057,127.107,0.000,127.107,11,37,25,0,1354,1074,276
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_016,12,14242.893,188.223,20.809,19575.493,5332.600,4568.139,764.461,167.415,0.000,167.415,11,37,25,0,1354,1074,276
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_016,13,14303.427,209.032,40.380,19575.493,5272.066,4498.146,773.919,168.651,0.000,168.651,11,37,25,0,1354,1074,276
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_016,14,14313.177,246.429,43.654,19575.493,5262.316,4576.433,685.883,202.775,0.000,202.775,11,37,25,0,1354,1074,276
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_016,15,14384.333,272.403,63.881,19575.493,5191.087,4538.308,652.778,208.522,0.000,208.522,11,37,25,0,1354,1074,276
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_016,16,14499.217,281.862,84.908,19575.493,5076.276,4444.524,631.751,196.954,0.000,196.954,11,37,25,0,1354,1074,276
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_016,17,14541.053,277.424,103.534,19575.493,5034.440,4430.482,603.958,173.890,0.000,173.890,11,37,25,0,1354,1074,276
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_016,18,14708.904,272.985,102.588,19575.493,4866.516,4341.209,525.308,170.398,0.000,170.398,11,37,25,0,1354,1074,276
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_018,6,13440.890,51.221,16.443,21081.496,7640.606,7015.112,625.494,34.778,0.000,34.778,11,50,41,3,2394,2099,282
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_018,7,13344.704,52.749,13.969,21081.496,7736.791,7087.069,649.723,38.125,0.655,38.780,11,50,41,3,2394,2099,282
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_018,8,13288.972,65.991,13.024,21081.496,7792.378,7131.887,660.491,49.620,3.347,52.967,11,50,41,3,2394,2099,282
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_018,9,13309.199,90.365,12.078,21081.496,7772.224,6978.660,793.636,72.830,5.457,78.287,11,50,41,3,2394,2099,282
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_018,10,13292.319,118.522,13.751,21081.496,7789.177,7061.240,728.009,100.696,4.074,104.770,11,50,41,3,2394,2099,282
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_018,11,13282.497,190.042,21.318,21081.496,7798.999,7006.599,792.400,161.230,7.494,168.724,11,50,41,3,2394,2099,282
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_018,12,13257.105,223.001,29.539,21081.496,7824.318,7026.607,797.784,181.820,11.568,193.389,11,50,41,3,2394,2099,282
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_018,13,13190.095,248.393,34.341,21081.496,7891.255,6988.046,903.282,163.486,50.566,214.052,11,50,41,3,2394,2099,282
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_018,14,13303.597,305.726,44.164,21081.496,7777.826,7119.882,658.017,209.395,52.167,261.562,11,50,41,3,2394,2099,282
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_018,15,13615.871,269.202,42.854,21081.496,7465.625,6976.332,489.365,219.145,7.203,226.348,11,50,41,3,2394,2099,282
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_018,16,13986.642,223.074,35.433,21081.496,7094.854,6765.118,329.736,187.641,0.000,187.641,11,50,41,3,2394,2099,282
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_018,17,14275.561,181.675,30.849,21081.496,6805.862,6570.492,235.443,144.423,6.403,150.826,11,50,41,3,2394,2099,282
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_018,18,14515.078,164.941,41.981,21081.496,6566.345,6390.199,176.145,115.393,7.567,122.960,11,50,41,3,2394,2099,282
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_018,19,14788.209,189.897,54.131,21081.496,6293.214,6158.904,134.310,133.219,2.547,135.765,11,50,41,3,2394,2099,282
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif, - ref2pRNAi_018,20,15112.925,233.333,76.977,21081.496,5968.498,5804.867,163.631,153.445,2.910,156.355,11,50,41,3,2394,2099,282
